match_id,event_timestamp,_map,score_diff,rank_1,rank_2,year
2328925,2018-11-11T00:00:00.000+01:00,Dust2,8,61,58,2018
2328539,2018-11-02T00:00:00.000+01:00,Overpass,7,16,9,2018
2334220,2019-06-10T00:00:00.000+02:00,Dust2,3,22,29,2019
2336982,2019-10-15T00:00:00.000+02:00,Nuke,6,12,51,2019
2329506,2018-11-28T00:00:00.000+01:00,Nuke,6,12,95,2018
2312633,2017-07-17T00:00:00.000+02:00,Train,5,70,75,2017
2303252,2016-06-28T00:00:00.000+02:00,Mirage,3,7,9,2016
2326812,2018-09-20T00:00:00.000+02:00,Mirage,4,214,187,2018
2334423,2019-06-15T00:00:00.000+02:00,Overpass,2,63,37,2019
2310661,2017-05-12T00:00:00.000+02:00,Cobblestone,2,84,78,2017
2339481,2020-02-13T00:00:00.000+01:00,Dust2,5,149,83,2020
2305340,2016-10-06T00:00:00.000+02:00,Train,4,6,13,2016
2302786,2016-05-25T00:00:00.000+02:00,Overpass,5,30,62,2016
2320682,2018-03-12T00:00:00.000+01:00,Cache,12,33,64,2018
2304800,2016-09-16T00:00:00.000+02:00,Mirage,8,89,142,2016
2333662,2019-05-29T00:00:00.000+02:00,Overpass,7,70,49,2019
2301073,2016-02-27T00:00:00.000+01:00,Mirage,2,27,64,2016
2312357,2017-07-15T00:00:00.000+02:00,Train,3,21,31,2017
2339117,2020-01-26T00:00:00.000+01:00,Vertigo,11,72,155,2020
2303052,2016-06-13T00:00:00.000+02:00,Overpass,11,35,117,2016
2325448,2018-08-06T00:00:00.000+02:00,Cache,12,36,94,2018
2308829,2017-05-13T00:00:00.000+02:00,Overpass,4,235,119,2017
2337491,2019-11-01T00:00:00.000+01:00,Inferno,6,160,139,2019
2311154,2017-05-26T00:00:00.000+02:00,Mirage,9,63,157,2017
2333601,2019-05-31T00:00:00.000+02:00,Dust2,11,53,118,2019
2330078,2018-12-23T00:00:00.000+01:00,Train,11,153,109,2018
2308780,2017-03-16T00:00:00.000+01:00,Cache,2,13,37,2017
2336938,2019-10-15T00:00:00.000+02:00,Dust2,8,15,30,2019
2313063,2017-07-29T00:00:00.000+02:00,Train,14,58,60,2017
2333141,2019-05-10T00:00:00.000+02:00,Train,8,28,84,2019
2319053,2018-02-03T00:00:00.000+01:00,Cobblestone,2,52,45,2018
2321158,2018-03-24T00:00:00.000+01:00,Mirage,14,108,18,2018
2338770,2020-01-04T00:00:00.000+01:00,Nuke,12,96,273,2020
2330616,2019-02-03T00:00:00.000+01:00,Mirage,2,35,59,2019
2310963,2017-05-21T00:00:00.000+02:00,Mirage,5,130,165,2017
2319233,2018-02-08T00:00:00.000+01:00,Train,10,149,113,2018
2324816,2018-07-15T00:00:00.000+02:00,Inferno,3,100,79,2018
2318161,2017-12-16T00:00:00.000+01:00,Nuke,12,56,46,2017
2303759,2016-08-04T00:00:00.000+02:00,Train,12,23,187,2016
2305053,2016-09-27T00:00:00.000+02:00,Dust2,8,1,55,2016
2338055,2019-12-03T00:00:00.000+01:00,Inferno,9,20,6,2019
2321899,2018-04-10T00:00:00.000+02:00,Mirage,6,21,45,2018
2336832,2019-10-07T00:00:00.000+02:00,Overpass,3,177,197,2019
2319573,2018-04-06T00:00:00.000+02:00,Mirage,14,95,4,2018
2324299,2018-06-26T00:00:00.000+02:00,Train,2,192,49,2018
2332950,2019-05-03T00:00:00.000+02:00,Nuke,4,98,85,2019
2313814,2017-08-27T00:00:00.000+02:00,Mirage,2,54,47,2017
2329065,2018-11-18T00:00:00.000+01:00,Nuke,8,16,45,2018
2318837,2018-02-02T00:00:00.000+01:00,Cache,3,50,16,2018
2317830,2017-12-04T00:00:00.000+01:00,Inferno,13,70,49,2017
2313492,2017-08-17T00:00:00.000+02:00,Overpass,7,128,66,2017
2302235,2016-04-21T00:00:00.000+02:00,Cobblestone,10,35,52,2016
2304598,2016-09-16T00:00:00.000+02:00,Cache,2,18,27,2016
2327284,2018-10-03T00:00:00.000+02:00,Mirage,10,64,74,2018
2333797,2019-05-30T00:00:00.000+02:00,Overpass,5,110,83,2019
2320844,2018-03-15T00:00:00.000+01:00,Inferno,9,27,39,2018
2331487,2019-03-06T00:00:00.000+01:00,Overpass,6,51,67,2019
2319767,2018-02-18T00:00:00.000+01:00,Cache,4,125,34,2018
2314136,2017-08-27T00:00:00.000+02:00,Train,13,295,383,2017
2302245,2016-04-21T00:00:00.000+02:00,Cache,6,6,5,2016
2310961,2017-05-21T00:00:00.000+02:00,Inferno,4,197,165,2017
2305533,2016-10-08T00:00:00.000+02:00,Mirage,4,9,2,2016
2302268,2016-04-22T00:00:00.000+02:00,Cobblestone,2,158,185,2016
2338218,2019-12-05T00:00:00.000+01:00,Overpass,10,42,21,2019
2305765,2016-10-14T00:00:00.000+02:00,Mirage,2,230,223,2016
2325439,2018-08-05T00:00:00.000+02:00,Train,2,75,94,2018
2336991,2019-10-13T00:00:00.000+02:00,Inferno,8,43,24,2019
2309971,2017-04-23T00:00:00.000+02:00,Overpass,10,169,194,2017
2316960,2017-11-08T00:00:00.000+01:00,Cobblestone,8,185,91,2017
2335240,2019-08-06T00:00:00.000+02:00,Dust2,4,85,82,2019
2303504,2016-07-18T00:00:00.000+02:00,Mirage,2,76,38,2016
2308836,2017-03-17T00:00:00.000+01:00,Cobblestone,7,15,22,2017
2313616,2017-08-20T00:00:00.000+02:00,Mirage,12,3,13,2017
2302653,2016-05-16T00:00:00.000+02:00,Cache,6,21,10,2016
2318404,2018-01-08T00:00:00.000+01:00,Inferno,10,71,79,2018
2317430,2017-11-20T00:00:00.000+01:00,Nuke,6,32,37,2017
2331179,2019-02-22T00:00:00.000+01:00,Dust2,6,83,125,2019
2325159,2018-08-02T00:00:00.000+02:00,Train,7,17,21,2018
2319773,2018-02-19T00:00:00.000+01:00,Mirage,7,21,42,2018
2333437,2019-05-20T00:00:00.000+02:00,Overpass,10,68,30,2019
2333658,2019-05-26T00:00:00.000+02:00,Train,16,39,35,2019
2308496,2017-03-11T00:00:00.000+01:00,Train,10,28,32,2017
2310147,2017-04-27T00:00:00.000+02:00,Cache,3,58,81,2017
2335784,2019-11-18T00:00:00.000+01:00,Train,2,178,51,2019
2309851,2017-04-18T00:00:00.000+02:00,Inferno,5,128,247,2017
2333050,2019-05-07T00:00:00.000+02:00,Inferno,2,78,76,2019
2320283,2018-03-02T00:00:00.000+01:00,Inferno,4,102,154,2018
2310048,2017-04-26T00:00:00.000+02:00,Cache,5,21,32,2017
2317238,2017-11-12T00:00:00.000+01:00,Cobblestone,10,62,96,2017
2331704,2019-03-12T00:00:00.000+01:00,Overpass,9,55,35,2019
2312624,2017-07-12T00:00:00.000+02:00,Train,5,101,60,2017
2308004,2017-02-16T00:00:00.000+01:00,Cache,12,127,45,2017
2311093,2017-05-25T00:00:00.000+02:00,Mirage,6,63,19,2017
2338436,2019-12-10T00:00:00.000+01:00,Mirage,4,144,136,2019
2307887,2017-02-11T00:00:00.000+01:00,Nuke,3,71,30,2017
2327941,2018-10-15T00:00:00.000+02:00,Mirage,4,49,36,2018
2303897,2016-08-12T00:00:00.000+02:00,Train,11,83,137,2016
2310651,2017-05-11T00:00:00.000+02:00,Train,13,80,72,2017
2335641,2019-08-31T00:00:00.000+02:00,Inferno,5,8,20,2019
2335869,2019-09-09T00:00:00.000+02:00,Dust2,5,160,164,2019
2313084,2017-07-31T00:00:00.000+02:00,Inferno,7,1,203,2017
2330144,2019-01-08T00:00:00.000+01:00,Nuke,11,28,52,2019
2326195,2018-08-31T00:00:00.000+02:00,Mirage,4,179,196,2018
2311295,2017-06-01T00:00:00.000+02:00,Nuke,6,265,70,2017
2303314,2016-07-05T00:00:00.000+02:00,Train,9,5,23,2016
2329250,2018-11-20T00:00:00.000+01:00,Mirage,2,46,42,2018
2302113,2016-04-16T00:00:00.000+02:00,Inferno,6,3,50,2016
2322611,2018-05-09T00:00:00.000+02:00,Nuke,3,99,160,2018
2307456,2017-01-14T00:00:00.000+01:00,Nuke,15,30,37,2017
2322565,2018-05-10T00:00:00.000+02:00,Overpass,10,1,10,2018
2326477,2018-09-08T00:00:00.000+02:00,Dust2,8,203,241,2018
2311467,2017-06-19T00:00:00.000+02:00,Train,9,18,1,2017
2333710,2019-05-30T00:00:00.000+02:00,Inferno,2,185,99,2019
2325176,2018-08-01T00:00:00.000+02:00,Dust2,9,251,171,2018
2325227,2018-08-02T00:00:00.000+02:00,Train,2,15,40,2018
2327571,2018-10-11T00:00:00.000+02:00,Mirage,3,89,99,2018
2323178,2018-05-24T00:00:00.000+02:00,Inferno,4,60,78,2018
2302066,2016-04-12T00:00:00.000+02:00,Inferno,13,18,160,2016
2313494,2017-08-18T00:00:00.000+02:00,Overpass,2,128,66,2017
2328442,2018-10-27T00:00:00.000+02:00,Mirage,8,131,135,2018
2331746,2019-03-14T00:00:00.000+01:00,Dust2,5,46,27,2019
2320671,2018-03-11T00:00:00.000+01:00,Nuke,3,33,94,2018
2316277,2017-10-22T00:00:00.000+02:00,Cobblestone,10,284,134,2017
2309404,2017-04-10T00:00:00.000+02:00,Inferno,8,123,136,2017
2307734,2017-02-05T00:00:00.000+01:00,Cobblestone,12,18,16,2017
2314804,2017-11-12T00:00:00.000+01:00,Inferno,5,71,26,2017
2321730,2018-04-05T00:00:00.000+02:00,Mirage,11,22,62,2018
2311906,2017-06-24T00:00:00.000+02:00,Nuke,7,32,44,2017
2304036,2016-08-21T00:00:00.000+02:00,Mirage,2,23,37,2016
2308434,2017-03-04T00:00:00.000+01:00,Mirage,8,79,50,2017
2323289,2018-05-27T00:00:00.000+02:00,Overpass,4,109,148,2018
2316168,2017-10-20T00:00:00.000+02:00,Overpass,13,162,70,2017
2311427,2017-06-07T00:00:00.000+02:00,Mirage,9,22,32,2017
2322637,2018-05-06T00:00:00.000+02:00,Cache,4,78,101,2018
2333434,2019-05-20T00:00:00.000+02:00,Dust2,7,153,197,2019
2301838,2016-03-29T00:00:00.000+02:00,Mirage,7,106,46,2016
2311133,2017-05-28T00:00:00.000+02:00,Nuke,3,45,112,2017
2305584,2016-10-11T00:00:00.000+02:00,Dust2,2,8,9,2016
2330752,2019-02-06T00:00:00.000+01:00,Mirage,4,18,23,2019
2316702,2017-11-04T00:00:00.000+01:00,Inferno,7,14,20,2017
2329862,2018-12-15T00:00:00.000+01:00,Mirage,8,40,54,2018
2320545,2018-03-08T00:00:00.000+01:00,Cache,3,23,49,2018
2321898,2018-04-12T00:00:00.000+02:00,Mirage,7,140,105,2018
2337127,2019-10-24T00:00:00.000+02:00,Inferno,9,5,4,2019
2302443,2016-04-28T00:00:00.000+02:00,Dust2,3,142,123,2016
2309868,2017-04-20T00:00:00.000+02:00,Cobblestone,3,120,105,2017
2312213,2017-07-02T00:00:00.000+02:00,Cobblestone,12,29,79,2017
2338175,2019-11-28T00:00:00.000+01:00,Nuke,2,29,45,2019
2316842,2017-11-05T00:00:00.000+01:00,Cobblestone,12,29,31,2017
2318940,2018-02-02T00:00:00.000+01:00,Mirage,9,3,108,2018
2331280,2019-02-23T00:00:00.000+01:00,Inferno,4,138,133,2019
2338480,2019-12-11T00:00:00.000+01:00,Nuke,5,48,34,2019
2317205,2017-11-15T00:00:00.000+01:00,Overpass,12,74,92,2017
2307732,2017-02-05T00:00:00.000+01:00,Cache,8,10,22,2017
2319114,2018-02-07T00:00:00.000+01:00,Overpass,4,195,118,2018
2312977,2017-07-28T00:00:00.000+02:00,Cobblestone,4,204,331,2017
2323576,2018-06-05T00:00:00.000+02:00,Mirage,7,143,54,2018
2334551,2019-06-23T00:00:00.000+02:00,Overpass,7,215,148,2019
2339607,2020-02-16T00:00:00.000+01:00,Inferno,4,132,66,2020
2329676,2018-12-07T00:00:00.000+01:00,Train,7,19,8,2018
2304351,2016-08-30T00:00:00.000+02:00,Train,8,54,85,2016
2319315,2018-02-10T00:00:00.000+01:00,Nuke,10,81,92,2018
2333101,2019-05-09T00:00:00.000+02:00,Inferno,7,31,21,2019
2337994,2019-11-21T00:00:00.000+01:00,Mirage,8,42,61,2019
2320359,2018-03-09T00:00:00.000+01:00,Train,5,16,139,2018
2333476,2019-05-24T00:00:00.000+02:00,Mirage,4,71,77,2019
2328104,2018-11-13T00:00:00.000+01:00,Dust2,6,23,33,2018
2301096,2016-03-08T00:00:00.000+01:00,Dust2,12,8,3,2016
2314647,2017-09-09T00:00:00.000+02:00,Mirage,11,51,30,2017
2314614,2017-09-08T00:00:00.000+02:00,Cache,10,277,236,2017
2320468,2018-03-07T00:00:00.000+01:00,Cache,13,169,183,2018
2328871,2018-11-07T00:00:00.000+01:00,Train,2,64,176,2018
2323511,2018-06-03T00:00:00.000+02:00,Dust2,4,120,227,2018
2307853,2017-02-09T00:00:00.000+01:00,Nuke,11,111,29,2017
2323817,2018-06-13T00:00:00.000+02:00,Mirage,5,194,25,2018
2320237,2018-03-02T00:00:00.000+01:00,Inferno,7,75,144,2018
2306909,2016-11-26T00:00:00.000+01:00,Dust2,7,25,22,2016
2327851,2018-10-16T00:00:00.000+02:00,Dust2,9,53,109,2018
2326776,2018-09-20T00:00:00.000+02:00,Train,4,46,68,2018
2327334,2018-10-06T00:00:00.000+02:00,Train,3,33,21,2018
2302878,2016-05-31T00:00:00.000+02:00,Cache,9,56,96,2016
2335828,2019-09-08T00:00:00.000+02:00,Dust2,6,86,171,2019
2303052,2016-06-13T00:00:00.000+02:00,Cache,2,35,117,2016
2334146,2019-06-07T00:00:00.000+02:00,Inferno,11,168,165,2019
2327114,2018-10-02T00:00:00.000+02:00,Dust2,2,40,23,2018
2308066,2017-03-19T00:00:00.000+01:00,Nuke,3,163,106,2017
2322602,2018-05-06T00:00:00.000+02:00,Train,14,98,126,2018
2309183,2017-03-29T00:00:00.000+02:00,Overpass,15,35,38,2017
2302503,2016-05-05T00:00:00.000+02:00,Cache,3,39,25,2016
2329582,2018-11-30T00:00:00.000+01:00,Dust2,12,106,76,2018
2318919,2018-01-31T00:00:00.000+01:00,Overpass,4,21,17,2018
2308704,2017-03-14T00:00:00.000+01:00,Cobblestone,10,7,24,2017
2325467,2018-08-14T00:00:00.000+02:00,Mirage,3,73,110,2018
2302482,2016-05-01T00:00:00.000+02:00,Train,2,25,81,2016
2310018,2017-04-25T00:00:00.000+02:00,Mirage,12,53,108,2017
2310618,2017-05-10T00:00:00.000+02:00,Train,3,90,42,2017
2325746,2018-08-29T00:00:00.000+02:00,Train,10,8,20,2018
2311498,2017-06-09T00:00:00.000+02:00,Inferno,9,113,47,2017
2326340,2018-09-03T00:00:00.000+02:00,Nuke,4,53,125,2018
2334540,2019-07-12T00:00:00.000+02:00,Overpass,4,2,19,2019
2308554,2017-03-08T00:00:00.000+01:00,Train,7,7,13,2017
2322555,2018-05-05T00:00:00.000+02:00,Inferno,4,110,159,2018
2327125,2018-10-03T00:00:00.000+02:00,Train,4,9,11,2018
2323475,2018-06-10T00:00:00.000+02:00,Mirage,2,62,54,2018
2321093,2018-03-25T00:00:00.000+01:00,Cobblestone,3,6,17,2018
2337955,2019-11-21T00:00:00.000+01:00,Overpass,11,13,2,2019
2313856,2017-09-27T00:00:00.000+02:00,Cobblestone,7,26,20,2017
2303434,2016-07-14T00:00:00.000+02:00,Dust2,14,20,55,2016
2299800,2015-12-10T00:00:00.000+01:00,Inferno,6,1,16,2015
2306183,2016-10-28T00:00:00.000+02:00,Mirage,7,36,51,2016
2334558,2019-06-24T00:00:00.000+02:00,Mirage,4,28,77,2019
2316065,2017-10-18T00:00:00.000+02:00,Inferno,2,163,221,2017
2321950,2018-04-13T00:00:00.000+02:00,Train,3,151,122,2018
2308793,2017-03-16T00:00:00.000+01:00,Nuke,6,24,47,2017
2337962,2019-11-24T00:00:00.000+01:00,Inferno,5,14,12,2019
2312047,2017-07-01T00:00:00.000+02:00,Train,16,49,129,2017
2310968,2017-05-20T00:00:00.000+02:00,Inferno,13,73,132,2017
2318183,2017-12-16T00:00:00.000+01:00,Cobblestone,5,190,287,2017
2329500,2018-11-30T00:00:00.000+01:00,Cache,9,8,32,2018
2312885,2017-07-26T00:00:00.000+02:00,Inferno,5,100,137,2017
2335285,2019-08-03T00:00:00.000+02:00,Mirage,5,81,165,2019
2331718,2019-03-22T00:00:00.000+01:00,Overpass,11,71,106,2019
2312329,2017-07-06T00:00:00.000+02:00,Cache,7,64,59,2017
2307081,2016-12-09T00:00:00.000+01:00,Dust2,3,20,25,2016
2326380,2018-09-04T00:00:00.000+02:00,Overpass,8,49,24,2018
2304977,2016-09-22T00:00:00.000+02:00,Cache,10,2,119,2016
2313899,2017-08-31T00:00:00.000+02:00,Cobblestone,11,1,7,2017
2315808,2017-10-11T00:00:00.000+02:00,Mirage,10,32,101,2017
2305448,2016-10-07T00:00:00.000+02:00,Mirage,6,117,210,2016
2302670,2016-05-20T00:00:00.000+02:00,Cache,9,131,108,2016
2306905,2016-11-25T00:00:00.000+01:00,Train,2,4,21,2016
2302856,2016-05-30T00:00:00.000+02:00,Overpass,2,51,22,2016
2304582,2016-09-14T00:00:00.000+02:00,Cache,4,13,20,2016
2304849,2016-09-18T00:00:00.000+02:00,Dust2,13,1,20,2016
2314531,2017-09-07T00:00:00.000+02:00,Overpass,4,5,1,2017
2336288,2019-09-22T00:00:00.000+02:00,Overpass,3,64,171,2019
2300432,2016-01-22T00:00:00.000+01:00,Cobblestone,4,24,21,2016
2321714,2018-04-05T00:00:00.000+02:00,Nuke,2,11,45,2018
2312537,2017-07-10T00:00:00.000+02:00,Overpass,4,52,50,2017
2318601,2018-01-20T00:00:00.000+01:00,Cobblestone,3,19,6,2018
2303532,2016-07-20T00:00:00.000+02:00,Dust2,11,59,45,2016
2340009,2020-03-07T00:00:00.000+01:00,Overpass,4,148,103,2020
2325099,2018-07-29T00:00:00.000+02:00,Mirage,4,169,163,2018
2304871,2016-09-18T00:00:00.000+02:00,Train,9,89,80,2016
2308889,2017-03-20T00:00:00.000+01:00,Train,10,60,157,2017
2329611,2018-12-07T00:00:00.000+01:00,Inferno,2,183,186,2018
2312024,2017-07-01T00:00:00.000+02:00,Train,7,156,95,2017
2320926,2018-03-19T00:00:00.000+01:00,Inferno,4,31,75,2018
2326892,2018-09-29T00:00:00.000+02:00,Inferno,4,7,13,2018
2301952,2016-04-08T00:00:00.000+02:00,Mirage,7,119,153,2016
2324591,2018-07-16T00:00:00.000+02:00,Mirage,5,53,126,2018
2301010,2016-02-24T00:00:00.000+01:00,Mirage,13,33,34,2016
2331522,2019-03-06T00:00:00.000+01:00,Inferno,2,142,95,2019
2327616,2018-10-19T00:00:00.000+02:00,Overpass,5,36,23,2018
2336408,2019-09-22T00:00:00.000+02:00,Inferno,3,25,43,2019
2327451,2018-11-04T00:00:00.000+01:00,Dust2,9,44,239,2018
2335149,2019-07-26T00:00:00.000+02:00,Inferno,9,235,60,2019
2328124,2018-11-14T00:00:00.000+01:00,Mirage,2,7,5,2018
2299259,2015-11-15T00:00:00.000+01:00,Cobblestone,2,6,2,2015
2324761,2018-07-12T00:00:00.000+02:00,Inferno,6,12,58,2018
2303034,2016-06-11T00:00:00.000+02:00,Dust2,15,13,5,2016
2325590,2018-08-11T00:00:00.000+02:00,Mirage,2,50,41,2018
2303181,2016-07-02T00:00:00.000+02:00,Train,12,61,74,2016
2338002,2019-11-23T00:00:00.000+01:00,Dust2,3,200,184,2019
2310535,2017-05-11T00:00:00.000+02:00,Train,2,8,13,2017
2330699,2019-02-04T00:00:00.000+01:00,Inferno,8,44,65,2019
2319670,2018-02-18T00:00:00.000+01:00,Nuke,3,17,46,2018
2339124,2020-01-28T00:00:00.000+01:00,Overpass,6,103,80,2020
2338633,2019-12-15T00:00:00.000+01:00,Vertigo,8,42,38,2019
2311653,2017-06-17T00:00:00.000+02:00,Mirage,4,228,141,2017
2302122,2016-04-16T00:00:00.000+02:00,Cache,11,124,166,2016
2312457,2017-07-07T00:00:00.000+02:00,Mirage,5,206,71,2017
2302018,2016-04-29T00:00:00.000+02:00,Inferno,2,16,9,2016
2313874,2017-09-29T00:00:00.000+02:00,Train,2,34,20,2017
2323657,2018-06-09T00:00:00.000+02:00,Train,12,50,102,2018
2308887,2017-03-22T00:00:00.000+01:00,Mirage,4,46,118,2017
2313750,2017-08-23T00:00:00.000+02:00,Cobblestone,9,133,149,2017
2307221,2016-12-16T00:00:00.000+01:00,Mirage,7,168,97,2016
2306328,2016-11-02T00:00:00.000+01:00,Nuke,2,10,12,2016
2311879,2017-06-30T00:00:00.000+02:00,Train,6,34,11,2017
2319149,2018-02-06T00:00:00.000+01:00,Inferno,3,143,134,2018
2334429,2019-06-17T00:00:00.000+02:00,Dust2,4,64,108,2019
2310270,2017-05-03T00:00:00.000+02:00,Cache,5,12,17,2017
2304816,2016-09-18T00:00:00.000+02:00,Mirage,12,2,8,2016
2311442,2017-06-11T00:00:00.000+02:00,Cache,2,35,18,2017
2327855,2018-10-18T00:00:00.000+02:00,Inferno,13,64,134,2018
2308184,2017-02-23T00:00:00.000+01:00,Overpass,7,140,120,2017
2311183,2017-06-01T00:00:00.000+02:00,Cobblestone,3,152,109,2017
2312679,2017-07-14T00:00:00.000+02:00,Inferno,3,114,67,2017
2303104,2016-06-16T00:00:00.000+02:00,Mirage,4,21,24,2016
2323563,2018-06-09T00:00:00.000+02:00,Overpass,2,8,6,2018
2320785,2018-03-15T00:00:00.000+01:00,Mirage,14,4,1,2018
2324448,2018-06-30T00:00:00.000+02:00,Nuke,13,112,216,2018
2311465,2017-06-18T00:00:00.000+02:00,Inferno,2,1,13,2017
2304720,2016-09-13T00:00:00.000+02:00,Mirage,0,55,76,2016
2317014,2017-11-09T00:00:00.000+01:00,Nuke,14,38,51,2017
2302855,2016-05-30T00:00:00.000+02:00,Cobblestone,10,63,56,2016
2334362,2019-06-18T00:00:00.000+02:00,Train,6,134,202,2019
2308894,2017-03-21T00:00:00.000+01:00,Train,4,75,59,2017
2323766,2018-06-15T00:00:00.000+02:00,Overpass,9,60,148,2018
2328257,2018-10-21T00:00:00.000+02:00,Inferno,2,105,98,2018
2314660,2017-09-10T00:00:00.000+02:00,Inferno,12,77,76,2017
2335777,2019-11-05T00:00:00.000+01:00,Dust2,12,57,89,2019
2322501,2018-05-02T00:00:00.000+02:00,Cache,3,134,204,2018
2305894,2016-10-16T00:00:00.000+02:00,Mirage,2,268,125,2016
2316361,2017-10-25T00:00:00.000+02:00,Cobblestone,7,78,32,2017
2332300,2019-04-20T00:00:00.000+02:00,Mirage,3,9,13,2019
2323644,2018-06-10T00:00:00.000+02:00,Dust2,8,15,111,2018
2311947,2017-06-25T00:00:00.000+02:00,Cache,6,36,107,2017
2302199,2016-04-19T00:00:00.000+02:00,Cobblestone,7,39,52,2016
2336493,2019-09-25T00:00:00.000+02:00,Mirage,8,73,62,2019
2337876,2019-11-19T00:00:00.000+01:00,Inferno,12,148,154,2019
2310010,2017-04-23T00:00:00.000+02:00,Overpass,7,102,100,2017
2315981,2017-10-16T00:00:00.000+02:00,Train,10,7,50,2017
2311018,2017-05-21T00:00:00.000+02:00,Overpass,12,28,29,2017
2320239,2018-03-01T00:00:00.000+01:00,Overpass,9,35,95,2018
2302878,2016-05-31T00:00:00.000+02:00,Mirage,8,56,96,2016
2302960,2016-06-06T00:00:00.000+02:00,Mirage,10,35,99,2016
2334257,2019-06-11T00:00:00.000+02:00,Mirage,2,97,4,2019
2317245,2017-11-13T00:00:00.000+01:00,Mirage,11,119,262,2017
2316260,2017-10-21T00:00:00.000+02:00,Nuke,6,40,59,2017
2318225,2017-12-18T00:00:00.000+01:00,Cobblestone,2,71,43,2017
2307633,2017-02-13T00:00:00.000+01:00,Mirage,2,39,79,2017
2335833,2019-09-07T00:00:00.000+02:00,Mirage,2,58,142,2019
2331249,2019-02-24T00:00:00.000+01:00,Cache,4,54,39,2019
2332174,2019-03-31T00:00:00.000+01:00,Train,7,92,166,2019
2303383,2016-07-08T00:00:00.000+02:00,Train,3,18,50,2016
2319683,2018-02-19T00:00:00.000+01:00,Mirage,4,1,10,2018
2311782,2017-06-24T00:00:00.000+02:00,Overpass,5,50,32,2017
2302461,2016-04-30T00:00:00.000+02:00,Overpass,2,19,23,2016
2311188,2017-06-03T00:00:00.000+02:00,Cache,8,41,22,2017
2333660,2019-05-27T00:00:00.000+02:00,Overpass,5,54,49,2019
2309089,2017-03-26T00:00:00.000+01:00,Cache,5,49,37,2017
2317927,2017-12-07T00:00:00.000+01:00,Overpass,3,77,55,2017
2325384,2018-08-05T00:00:00.000+02:00,Overpass,6,42,56,2018
2316118,2017-10-19T00:00:00.000+02:00,Cache,8,279,306,2017
2301168,2016-03-03T00:00:00.000+01:00,Cobblestone,7,7,24,2016
2324137,2018-06-24T00:00:00.000+02:00,Overpass,2,43,29,2018
2317229,2017-11-14T00:00:00.000+01:00,Inferno,13,44,57,2017
2330519,2019-02-06T00:00:00.000+01:00,Mirage,11,137,136,2019
2313827,2017-09-06T00:00:00.000+02:00,Inferno,2,57,29,2017
2337983,2019-11-25T00:00:00.000+01:00,Overpass,7,24,22,2019
2310258,2017-05-01T00:00:00.000+02:00,Mirage,7,53,246,2017
2334445,2019-06-16T00:00:00.000+02:00,Mirage,13,64,224,2019
2310491,2017-05-11T00:00:00.000+02:00,Cache,10,46,5,2017
2305924,2016-10-16T00:00:00.000+02:00,Cache,3,123,97,2016
