match_id,event_timestamp,_map,score_diff,rank_1,rank_2,year
2308264,2017-03-16T00:00:00.000+01:00,Mirage,15,126,139,2017
2329154,2018-11-16T00:00:00.000+01:00,Mirage,11,210,40,2018
2315375,2017-09-29T00:00:00.000+02:00,Train,6,176,275,2017
2309002,2017-03-22T00:00:00.000+01:00,Cache,4,118,59,2017
2324941,2018-07-21T00:00:00.000+02:00,Train,4,27,98,2018
2329790,2018-12-08T00:00:00.000+01:00,Cache,2,121,236,2018
2317841,2017-12-09T00:00:00.000+01:00,Cache,15,11,25,2017
2339110,2020-01-25T00:00:00.000+01:00,Dust2,4,155,42,2020
2328923,2018-11-10T00:00:00.000+01:00,Mirage,11,61,106,2018
2316245,2017-10-21T00:00:00.000+02:00,Cache,15,260,83,2017
2323117,2018-05-28T00:00:00.000+02:00,Dust2,3,4,13,2018
2303236,2016-06-27T00:00:00.000+02:00,Mirage,4,47,26,2016
2312540,2017-07-10T00:00:00.000+02:00,Nuke,2,49,166,2017
2333464,2019-05-22T00:00:00.000+02:00,Mirage,10,174,103,2019
2337103,2019-10-21T00:00:00.000+02:00,Nuke,13,5,52,2019
2318368,2017-12-25T00:00:00.000+01:00,Overpass,4,40,34,2017
2310361,2017-05-04T00:00:00.000+02:00,Train,2,266,185,2017
2327496,2018-10-19T00:00:00.000+02:00,Overpass,3,25,10,2018
2339557,2020-02-15T00:00:00.000+01:00,Inferno,6,33,49,2020
2322891,2018-05-13T00:00:00.000+02:00,Inferno,12,43,46,2018
2340216,2020-03-10T00:00:00.000+01:00,Overpass,2,39,66,2020
2337792,2019-11-30T00:00:00.000+01:00,Inferno,3,3,14,2019
2306541,2016-11-10T00:00:00.000+01:00,Cobblestone,4,35,40,2016
2312728,2017-07-17T00:00:00.000+02:00,Cobblestone,13,127,38,2017
2317819,2017-12-03T00:00:00.000+01:00,Overpass,5,213,85,2017
2317944,2017-12-16T00:00:00.000+01:00,Mirage,8,2,5,2017
2338450,2019-12-10T00:00:00.000+01:00,Overpass,12,68,91,2019
2333408,2019-05-18T00:00:00.000+02:00,Mirage,2,195,156,2019
2324155,2018-06-23T00:00:00.000+02:00,Nuke,4,55,47,2018
2318782,2018-01-25T00:00:00.000+01:00,Cobblestone,4,35,39,2018
2303630,2016-07-26T00:00:00.000+02:00,Cache,2,62,67,2016
2329180,2018-11-16T00:00:00.000+01:00,Overpass,6,131,53,2018
2303168,2016-06-23T00:00:00.000+02:00,Cobblestone,9,38,21,2016
2302570,2016-05-08T00:00:00.000+02:00,Cache,6,36,233,2016
2315720,2017-10-09T00:00:00.000+02:00,Train,5,31,26,2017
2329226,2018-11-24T00:00:00.000+01:00,Inferno,3,10,8,2018
2326231,2018-09-07T00:00:00.000+02:00,Mirage,2,184,205,2018
2307212,2016-12-18T00:00:00.000+01:00,Dust2,4,11,32,2016
2340320,2020-03-16T00:00:00.000+01:00,Vertigo,9,93,33,2020
2306870,2016-11-21T00:00:00.000+01:00,Mirage,3,33,6,2016
2337246,2019-10-24T00:00:00.000+02:00,Inferno,8,59,44,2019
2334264,2019-06-11T00:00:00.000+02:00,Inferno,8,40,50,2019
2324463,2018-06-30T00:00:00.000+02:00,Dust2,3,69,30,2018
2336523,2019-09-26T00:00:00.000+02:00,Nuke,2,159,246,2019
2304417,2016-09-07T00:00:00.000+02:00,Mirage,10,98,37,2016
2331021,2019-02-21T00:00:00.000+01:00,Mirage,15,106,113,2019
2317487,2017-11-24T00:00:00.000+01:00,Cache,10,35,135,2017
2332092,2019-03-29T00:00:00.000+01:00,Train,6,59,105,2019
2312424,2017-08-05T00:00:00.000+02:00,Inferno,10,144,39,2017
2330293,2019-01-13T00:00:00.000+01:00,Mirage,10,35,75,2019
2319112,2018-02-07T00:00:00.000+01:00,Mirage,5,62,85,2018
2320519,2018-03-08T00:00:00.000+01:00,Mirage,12,76,65,2018
2302866,2016-05-29T00:00:00.000+02:00,Overpass,3,30,56,2016
2314583,2017-09-10T00:00:00.000+02:00,Train,4,322,107,2017
2311239,2017-06-01T00:00:00.000+02:00,Cobblestone,6,19,5,2017
2313398,2017-08-15T00:00:00.000+02:00,Train,3,92,52,2017
2315296,2017-09-28T00:00:00.000+02:00,Train,3,21,214,2017
2315645,2017-10-05T00:00:00.000+02:00,Mirage,2,19,27,2017
2323066,2018-05-22T00:00:00.000+02:00,Overpass,2,36,46,2018
2339978,2020-03-09T00:00:00.000+01:00,Vertigo,13,70,110,2020
2304124,2016-08-25T00:00:00.000+02:00,Cache,11,63,153,2016
2305698,2016-10-12T00:00:00.000+02:00,Train,7,22,61,2016
2305524,2016-10-08T00:00:00.000+02:00,Mirage,2,14,42,2016
2316675,2017-11-11T00:00:00.000+01:00,Cobblestone,13,17,20,2017
2338878,2020-01-14T00:00:00.000+01:00,Train,3,24,23,2020
2331105,2019-02-18T00:00:00.000+01:00,Mirage,8,80,109,2019
2301482,2016-03-19T00:00:00.000+01:00,Dust2,8,36,63,2016
2304391,2016-09-01T00:00:00.000+02:00,Dust2,6,45,29,2016
2310005,2017-04-23T00:00:00.000+02:00,Nuke,2,99,102,2017
2306883,2016-11-27T00:00:00.000+01:00,Train,7,2,14,2016
2320828,2018-03-15T00:00:00.000+01:00,Cobblestone,4,60,36,2018
2320513,2018-03-07T00:00:00.000+01:00,Cache,4,18,23,2018
2334809,2019-07-10T00:00:00.000+02:00,Overpass,8,139,93,2019
2303635,2016-07-27T00:00:00.000+02:00,Cobblestone,4,88,167,2016
2310430,2017-05-05T00:00:00.000+02:00,Mirage,10,46,39,2017
2328923,2018-11-10T00:00:00.000+01:00,Nuke,15,61,106,2018
2314628,2017-09-09T00:00:00.000+02:00,Overpass,5,64,183,2017
2336561,2019-09-28T00:00:00.000+02:00,Vertigo,7,75,66,2019
2306866,2016-11-25T00:00:00.000+01:00,Mirage,6,105,63,2016
2325601,2018-08-12T00:00:00.000+02:00,Inferno,6,33,25,2018
2303779,2016-08-06T00:00:00.000+02:00,Mirage,10,137,43,2016
2329364,2018-11-20T00:00:00.000+01:00,Dust2,6,76,121,2018
2324743,2018-07-20T00:00:00.000+02:00,Overpass,14,87,116,2018
2332853,2019-05-05T00:00:00.000+02:00,Overpass,10,46,100,2019
2334722,2019-07-13T00:00:00.000+02:00,Inferno,8,1,301,2019
2305774,2016-10-15T00:00:00.000+02:00,Mirage,2,19,79,2016
2319725,2018-02-15T00:00:00.000+01:00,Mirage,2,26,40,2018
2301467,2016-03-21T00:00:00.000+01:00,Cache,11,13,16,2016
2334800,2019-07-11T00:00:00.000+02:00,Overpass,5,22,48,2019
2311444,2017-06-12T00:00:00.000+02:00,Inferno,9,14,15,2017
2316263,2017-10-21T00:00:00.000+02:00,Mirage,10,57,172,2017
2332200,2019-04-13T00:00:00.000+02:00,Overpass,9,142,7,2019
2323079,2018-05-22T00:00:00.000+02:00,Cache,2,61,99,2018
2333292,2019-05-31T00:00:00.000+02:00,Inferno,9,11,15,2019
2301969,2016-04-09T00:00:00.000+02:00,Cache,5,179,28,2016
2333851,2019-06-01T00:00:00.000+02:00,Inferno,2,27,59,2019
2319106,2018-02-04T00:00:00.000+01:00,Inferno,2,106,75,2018
2312002,2017-06-27T00:00:00.000+02:00,Cobblestone,7,40,12,2017
2328624,2018-10-31T00:00:00.000+01:00,Mirage,13,26,92,2018
2328798,2018-11-07T00:00:00.000+01:00,Cache,4,5,8,2018
2315967,2017-10-15T00:00:00.000+02:00,Cache,13,18,41,2017
2318314,2017-12-21T00:00:00.000+01:00,Train,13,41,43,2017
2317931,2017-12-07T00:00:00.000+01:00,Overpass,11,83,42,2017
2325933,2018-08-22T00:00:00.000+02:00,Mirage,11,53,46,2018
2332576,2019-04-17T00:00:00.000+02:00,Nuke,4,72,124,2019
2317922,2017-12-08T00:00:00.000+01:00,Mirage,2,12,16,2017
2313493,2017-08-18T00:00:00.000+02:00,Train,2,32,66,2017
2309170,2017-03-30T00:00:00.000+02:00,Train,3,4,9,2017
2315742,2017-10-09T00:00:00.000+02:00,Train,13,68,195,2017
2308707,2017-04-11T00:00:00.000+02:00,Inferno,3,19,32,2017
2332080,2019-04-02T00:00:00.000+02:00,Overpass,6,3,5,2019
2303235,2016-06-27T00:00:00.000+02:00,Mirage,6,27,23,2016
2325632,2018-08-17T00:00:00.000+02:00,Train,4,136,194,2018
2339876,2020-03-02T00:00:00.000+01:00,Overpass,11,143,33,2020
2333701,2019-05-29T00:00:00.000+02:00,Mirage,14,185,170,2019
2317222,2017-11-12T00:00:00.000+01:00,Cobblestone,2,21,52,2017
2322114,2018-04-17T00:00:00.000+02:00,Inferno,6,21,37,2018
2318089,2017-12-13T00:00:00.000+01:00,Overpass,9,323,267,2017
2333040,2019-05-06T00:00:00.000+02:00,Vertigo,14,88,149,2019
2319016,2018-02-04T00:00:00.000+01:00,Inferno,7,19,14,2018
2333365,2019-05-24T00:00:00.000+02:00,Nuke,2,2,3,2019
2306512,2016-11-11T00:00:00.000+01:00,Mirage,3,130,46,2016
2304799,2016-09-15T00:00:00.000+02:00,Dust2,8,1,31,2016
2307507,2017-01-24T00:00:00.000+01:00,Dust2,4,186,88,2017
2308404,2017-03-03T00:00:00.000+01:00,Mirage,7,72,87,2017
2339221,2020-02-03T00:00:00.000+01:00,Inferno,10,141,54,2020
2324242,2018-06-25T00:00:00.000+02:00,Overpass,4,62,51,2018
2311176,2017-06-18T00:00:00.000+02:00,Nuke,5,91,41,2017
2328636,2018-11-03T00:00:00.000+01:00,Inferno,5,246,125,2018
2316269,2017-10-21T00:00:00.000+02:00,Overpass,9,119,62,2017
2303093,2016-06-15T00:00:00.000+02:00,Cache,8,24,140,2016
2308836,2017-03-17T00:00:00.000+01:00,Overpass,3,15,22,2017
2335941,2019-09-11T00:00:00.000+02:00,Inferno,11,149,287,2019
2328062,2018-10-18T00:00:00.000+02:00,Inferno,2,50,69,2018
2333498,2019-05-23T00:00:00.000+02:00,Mirage,9,68,49,2019
2313557,2017-08-19T00:00:00.000+02:00,Train,4,19,3,2017
2339647,2020-02-17T00:00:00.000+01:00,Dust2,8,37,43,2020
2331354,2019-03-01T00:00:00.000+01:00,Mirage,4,96,108,2019
2331604,2019-03-08T00:00:00.000+01:00,Inferno,6,32,104,2019
2323490,2018-06-08T00:00:00.000+02:00,Dust2,6,146,138,2018
2329276,2018-11-17T00:00:00.000+01:00,Dust2,12,64,157,2018
2332372,2019-04-25T00:00:00.000+02:00,Mirage,2,60,90,2019
2328807,2018-11-09T00:00:00.000+01:00,Train,11,1,7,2018
2310804,2017-05-16T00:00:00.000+02:00,Train,6,23,1,2017
2316428,2017-10-28T00:00:00.000+02:00,Inferno,3,36,48,2017
2324349,2018-06-27T00:00:00.000+02:00,Overpass,13,64,19,2018
2323748,2018-06-11T00:00:00.000+02:00,Mirage,4,68,24,2018
2339675,2020-03-11T00:00:00.000+01:00,Train,5,38,67,2020
2329212,2018-12-01T00:00:00.000+01:00,Inferno,9,102,170,2018
2336460,2019-09-24T00:00:00.000+02:00,Nuke,3,62,109,2019
2308095,2017-02-21T00:00:00.000+01:00,Cobblestone,13,51,95,2017
2308309,2017-02-26T00:00:00.000+01:00,Cache,2,31,23,2017
2320897,2018-03-21T00:00:00.000+01:00,Mirage,5,150,131,2018
2307276,2016-12-27T00:00:00.000+01:00,Overpass,9,89,53,2016
2332775,2019-05-05T00:00:00.000+02:00,Dust2,10,2,10,2019
2312277,2017-07-04T00:00:00.000+02:00,Mirage,10,122,212,2017
2330615,2019-02-03T00:00:00.000+01:00,Mirage,14,66,81,2019
2325586,2018-08-12T00:00:00.000+02:00,Inferno,10,40,51,2018
2299077,2015-11-06T00:00:00.000+01:00,Cache,10,11,9,2015
2322225,2018-04-25T00:00:00.000+02:00,Cobblestone,13,22,47,2018
2331561,2019-03-07T00:00:00.000+01:00,Cache,2,13,29,2019
2320763,2018-03-13T00:00:00.000+01:00,Inferno,15,59,116,2018
2310053,2017-04-25T00:00:00.000+02:00,Nuke,2,118,81,2017
2340396,2020-03-17T00:00:00.000+01:00,Dust2,6,1,23,2020
2332585,2019-04-20T00:00:00.000+02:00,Inferno,3,31,19,2019
2324430,2018-07-01T00:00:00.000+02:00,Train,8,176,195,2018
2317150,2017-11-13T00:00:00.000+01:00,Cobblestone,6,25,151,2017
2325389,2018-08-05T00:00:00.000+02:00,Overpass,2,50,27,2018
2331713,2019-03-13T00:00:00.000+01:00,Train,2,8,6,2019
2316181,2017-10-21T00:00:00.000+02:00,Overpass,9,109,145,2017
2336551,2019-09-26T00:00:00.000+02:00,Vertigo,4,48,23,2019
2334665,2019-06-29T00:00:00.000+02:00,Nuke,4,17,32,2019
2315337,2017-10-10T00:00:00.000+02:00,Inferno,7,98,49,2017
2323628,2018-06-07T00:00:00.000+02:00,Inferno,9,179,150,2018
2327542,2018-10-08T00:00:00.000+02:00,Nuke,10,57,150,2018
2331626,2019-03-10T00:00:00.000+01:00,Overpass,8,98,72,2019
2302687,2016-05-18T00:00:00.000+02:00,Dust2,2,101,105,2016
2322544,2018-05-10T00:00:00.000+02:00,Mirage,5,38,7,2018
2321800,2018-04-07T00:00:00.000+02:00,Cache,8,62,67,2018
2337280,2019-10-25T00:00:00.000+02:00,Dust2,9,30,34,2019
2339890,2020-03-03T00:00:00.000+01:00,Mirage,3,42,69,2020
2313863,2017-08-24T00:00:00.000+02:00,Inferno,11,26,29,2017
2306295,2016-11-12T00:00:00.000+01:00,Dust2,8,1,4,2016
2304124,2016-08-25T00:00:00.000+02:00,Dust2,9,63,153,2016
2333919,2019-06-04T00:00:00.000+02:00,Train,7,140,178,2019
2336973,2019-10-12T00:00:00.000+02:00,Overpass,5,320,33,2019
2321643,2018-04-03T00:00:00.000+02:00,Cache,4,66,25,2018
2336564,2019-09-27T00:00:00.000+02:00,Mirage,3,38,69,2019
2321307,2018-03-28T00:00:00.000+02:00,Mirage,4,44,19,2018
2331755,2019-03-14T00:00:00.000+01:00,Nuke,5,117,109,2019
2301833,2016-03-29T00:00:00.000+02:00,Mirage,6,54,167,2016
2313830,2017-09-07T00:00:00.000+02:00,Mirage,8,27,101,2017
2312313,2017-07-05T00:00:00.000+02:00,Train,6,54,239,2017
2339313,2020-02-08T00:00:00.000+01:00,Train,12,87,148,2020
2303712,2016-08-01T00:00:00.000+02:00,Mirage,5,23,65,2016
2324890,2018-07-25T00:00:00.000+02:00,Nuke,3,38,52,2018
2328491,2018-10-29T00:00:00.000+01:00,Nuke,11,73,86,2018
2339393,2020-02-27T00:00:00.000+01:00,Train,8,11,2,2020
2333984,2019-06-04T00:00:00.000+02:00,Overpass,4,91,238,2019
2308501,2017-03-07T00:00:00.000+01:00,Mirage,13,87,96,2017
2324386,2018-07-03T00:00:00.000+02:00,Train,14,11,29,2018
2329806,2018-12-11T00:00:00.000+01:00,Inferno,11,70,49,2018
2335322,2019-08-04T00:00:00.000+02:00,Mirage,3,84,94,2019
2321026,2018-03-25T00:00:00.000+01:00,Cobblestone,5,262,64,2018
2332017,2019-03-25T00:00:00.000+01:00,Mirage,5,60,145,2019
2305938,2016-10-18T00:00:00.000+02:00,Mirage,7,115,69,2016
2329145,2018-11-15T00:00:00.000+01:00,Dust2,14,36,75,2018
2309345,2017-04-02T00:00:00.000+02:00,Train,3,20,15,2017
2304604,2016-09-09T00:00:00.000+02:00,Mirage,11,17,43,2016
2305233,2016-10-02T00:00:00.000+02:00,Cobblestone,9,10,13,2016
2310032,2017-04-26T00:00:00.000+02:00,Inferno,6,9,3,2017
2322925,2018-05-15T00:00:00.000+02:00,Overpass,4,67,38,2018
2303880,2016-08-10T00:00:00.000+02:00,Mirage,3,149,53,2016
2319853,2018-02-21T00:00:00.000+01:00,Cache,4,94,69,2018
2333261,2019-05-15T00:00:00.000+02:00,Dust2,11,94,69,2019
2322724,2018-05-11T00:00:00.000+02:00,Inferno,10,22,2,2018
2326832,2018-09-27T00:00:00.000+02:00,Cache,9,285,337,2018
